Chr	CLASS	POS	EE_A1	EE_A2
chr1	1	54425283	0	0
chr1	0	128906148	0	0
chr1	1	227434310	0	0
chr1	0	117146741	0	0
chr1	0	85630	0	0
chr1	0	59956583	0	0
chr1	0	224456090	0	0
chr1	1	17076733	0	0
chr1	1	109372187	0	0
chr1	0	202889457	0	1
chr1	1	18663757	1	1
chr1	1	218424517	0	1
chr1	1	64669385	0	0
chr1	1	112139370	0	1
chr1	1	202043124	0	1
chr1	1	26958422	0	0
chr1	1	192074327	0	0
chr1	0	221711530	1	0
chr1	1	242939598	1	0
chr1	1	149934520	0	0
chr1	0	221061093	1	0
chr1	0	146991134	0	0
chr1	1	200079286	0	0
chr1	1	26415053	1	0
chr1	0	76165418	0	0
chr1	1	39667123	0	0
chr1	0	57112422	0	1
chr1	1	45688904	0	0
chr1	0	240838594	0	1
chr1	1	86201990	0	1
chr1	0	33773826	0	0
chr1	0	178124484	0	0
chr1	0	2099627	0	0
chr1	0	105701550	0	0
chr1	1	196706731	0	1
chr1	1	119114244	0	0
chr1	0	131587568	0	0
chr1	1	85137368	0	0
chr1	1	61641349	0	0
chr1	0	159185467	0	0
chr1	1	113834946	0	1
chr1	1	201831383	1	0
chr1	0	97635862	0	0
chr1	1	3774964	0	0
chr1	0	134393505	0	1
chr1	0	185290227	0	0
chr1	1	45959828	0	1
chr1	0	146802863	1	0
chr1	0	220112961	0	0
chr1	1	149788070	0	0
chr1	1	202649545	0	1
chr1	0	69712452	1	0
chr1	0	1326130	1	0
chr1	0	872858	1	1
chr1	0	174798787	0	0
chr1	0	42226936	1	0
chr1	1	50972693	0	0
chr1	1	18467026	0	1
chr1	1	152329100	0	1
chr1	1	49124175	1	0
chr1	0	247035549	0	0
chr1	1	204100710	0	0
chr1	1	164522555	0	0
chr1	0	84786597	0	0
chr1	1	224426923	0	0
chr1	1	209790735	0	0
chr1	1	205072030	0	0
chr1	0	149036572	0	0
chr1	1	12039288	0	0
chr1	1	150191796	0	0
chr1	1	153950800	0	1
chr1	0	57003660	0	0
chr1	0	181107272	0	0
chr1	1	109298296	0	0
chr1	0	166702488	1	0
chr1	1	151216936	1	0
chr1	1	10738432	0	0
chr1	1	198573897	0	0
chr1	0	113483743	0	0
chr1	0	12934443	1	1
chr1	1	247442974	0	1
chr1	1	240423395	0	0
chr1	1	207037981	0	0
chr1	0	242472626	0	1
chr1	1	9199177	0	0
chr1	1	93388629	0	0
chr1	1	198486261	0	0
chr1	1	16975177	0	0
chr1	1	113834946	0	1
chr1	0	23917682	0	1
chr1	1	159755393	0	0
chr1	0	90655471	0	0
chr1	1	241870961	0	0
chr1	0	135200075	0	1
chr1	0	239002480	0	1
chr1	1	212883085	0	0
chr1	0	63321563	0	1
chr1	1	207037981	1	1
chr1	1	218510342	0	0
chr1	0	50220949	1	1
chr1	0	178639894	0	0
chr1	1	170830036	0	0
chr1	0	176587122	0	0
chr1	1	56442048	0	0
chr1	1	103122951	0	0
chr1	1	111286598	0	0
chr1	0	153779740	1	0
chr1	1	206766559	0	1
chr1	0	157533392	0	0
chr1	1	3975613	0	0
chr1	0	76454963	0	0
chr1	1	183774464	1	1
chr1	1	20648675	0	0
chr1	0	31537921	0	0
chr1	0	29953437	0	1
chr1	1	244078992	0	1
chr1	1	114109012	1	0
chr1	0	27650028	0	0
chr1	0	211241302	0	0
chr1	1	11860132	0	0
chr1	0	94910953	0	0
chr1	1	98078517	0	0
chr1	0	208643141	0	0
chr1	1	109270888	1	0
chr1	0	46410133	0	0
chr1	1	182600491	0	1
chr1	0	74110065	1	0
chr1	0	184076628	0	1
chr1	1	118571870	0	0
chr1	1	111060860	0	0
chr1	0	140675369	0	0
chr1	0	112626840	0	1
chr1	1	175186842	0	0
chr1	1	171094121	0	0
chr1	1	109718120	0	1
chr1	0	5792719	1	0
chr1	1	247439666	0	0
chr1	1	95336863	0	1
chr1	1	91082107	0	0
chr1	0	223945175	1	0
chr1	1	196701627	0	0
chr1	0	158049975	0	0
chr1	0	59714418	0	0
chr1	1	196706731	0	0
chr1	1	90724174	1	0
chr1	1	52862722	0	0
chr1	1	23372847	0	0
chr1	1	66518889	0	0
chr1	1	47205239	0	0
chr1	0	55625669	0	0
chr1	1	2882915	0	0
chr1	1	80327433	1	0
chr1	1	24461457	0	0
chr1	1	87283202	0	0
chr1	1	109274570	0	0
chr1	1	226728377	0	0
chr1	0	122044107	0	0
chr1	0	166878367	0	0
chr1	1	155670324	1	0
chr1	1	159205564	0	0
chr1	1	79090306	0	0
chr1	0	148220520	1	0
chr1	1	229229244	0	0
chr1	0	112229442	0	0
chr1	1	196690623	0	1
chr1	0	90456707	0	0
chr1	1	118964241	0	0
chr1	0	32309068	0	0
chr1	1	155938866	1	1
chr1	0	68632930	0	0
chr1	0	175617116	0	0
chr1	1	219548762	1	0
chr1	0	76953521	0	0
chr1	0	15420451	1	0
chr1	1	17903522	0	0
chr1	0	15350174	0	0
chr1	0	229999832	1	0
chr1	1	11879536	0	0
chr1	0	11848136	0	0
chr1	0	36446185	0	0
chr1	1	10174530	0	1
chr1	1	107893625	1	0
chr1	1	74529541	0	1
chr1	0	131909134	0	0
chr1	0	137265276	0	0
chr1	1	119004219	0	1
chr1	1	111920328	0	0
chr1	0	234663285	1	0
chr1	1	26084784	0	0
chr1	1	231813586	0	0
chr1	1	67892494	0	0
chr1	0	43129964	0	1
chr1	1	23524098	0	0
chr1	1	118962811	0	0
chr1	1	197390869	0	0
chr1	0	18915611	0	0
chr1	1	166482787	0	0
chr1	0	160222914	0	0
chr1	1	114847395	0	0
chr1	0	215490388	0	1
chr1	0	19204708	0	0
chr1	1	219218888	0	0
chr1	0	9743837	0	0
chr1	0	104085968	0	0
chr1	0	205868195	0	0
chr1	1	84370016	0	1
chr1	0	174341183	0	0
chr1	0	120827292	0	1
chr1	0	145303533	0	0
chr1	0	141721321	0	0
chr1	1	35746946	0	0
chr1	0	86072893	0	0
chr1	0	195191231	0	0
chr1	1	109690361	0	0
chr1	0	170632825	0	0
chr1	0	184630497	1	0
chr1	0	155641754	0	0
chr1	1	219803526	0	0
chr1	0	111167537	0	0
chr1	0	155973634	0	0
chr1	0	205032573	0	0
chr1	1	196703324	0	0
chr1	0	122663125	0	1
chr1	0	96801289	1	0
chr1	0	97497271	0	0
chr1	0	195327062	1	0
chr1	0	15659436	0	1
chr1	0	115536436	0	0
chr1	1	88186088	1	0
chr1	0	138419026	0	0
chr1	0	27715120	1	0
chr1	1	184678248	0	1
chr1	0	247305894	0	0
chr1	1	169549811	0	1
chr1	0	130336376	0	0
chr1	1	145711421	0	0
chr1	1	15455633	0	0
chr1	0	177106490	0	0
chr1	1	65510164	1	0
chr1	1	112465599	0	1
chr1	1	10736809	0	1
chr1	1	62114219	1	0
chr1	0	125194716	1	0
chr1	0	98377595	1	1
chr1	0	139714585	0	0
chr1	1	207518704	0	0
chr1	1	85645922	0	0
chr1	1	85264137	0	0
chr1	0	238708532	0	0
chr1	1	55043912	0	0
chr1	1	219399006	0	0
chr1	1	173911614	0	0
chr1	0	149816314	1	0
chr1	1	162041264	0	1
chr1	1	155199410	0	0
chr1	0	155297831	0	0
chr1	1	27784286	0	0
chr1	0	51026602	0	0
chr1	1	109348511	0	0
chr1	0	114234522	0	0
chr1	1	8020747	0	1
chr1	0	217387825	1	0
chr1	0	6498255	1	0
chr1	0	57613440	0	0
chr1	0	30349505	0	0
chr1	0	25194	1	0
chr1	0	182861867	0	0
chr1	0	27052761	0	0
chr1	0	134149526	1	0
chr1	0	95211287	0	0
chr1	1	172361919	0	0
chr1	1	151829204	0	0
chr1	0	177289645	0	0
chr1	1	230166065	0	0
chr1	0	89261282	0	1
chr1	1	81413726	0	1
chr1	1	58653448	0	0
chr1	0	57842246	1	1
chr1	1	205087199	0	1
chr1	0	117360074	0	0
chr1	1	158541655	1	0
chr1	0	99087718	0	0
chr1	1	36126011	0	0
chr1	1	183297047	0	0
chr1	1	61459404	0	1
chr1	0	109043330	0	0
chr1	1	198697103	0	0
chr1	1	113834946	0	1
chr1	1	108199501	0	1
chr1	0	74703913	0	0
chr1	1	159724989	0	0
chr1	0	224198564	0	0
chr1	0	119165565	0	0
chr1	0	199552741	0	0
chr1	0	60352856	0	0
chr1	1	23365736	0	0
chr1	1	196872247	0	0
chr1	1	78212446	0	0
chr1	0	122756153	0	0
chr1	1	25349039	0	0
chr1	0	58080252	0	0
chr1	1	111920328	0	1
chr1	0	196927090	0	0
chr1	1	73436087	0	0
chr1	0	237636395	0	0
chr1	1	203770556	0	1
chr1	0	153399180	1	0
chr1	0	82442895	1	0
chr1	0	30634879	0	0
chr1	1	55117537	0	1
chr1	1	69322799	1	1
chr1	0	224737346	0	0
chr1	1	172746562	0	0
chr1	0	87559845	0	1
chr1	1	158605939	1	0
chr1	0	52079557	0	1
chr1	0	75954088	0	1
chr1	0	26004983	0	0
chr1	0	200570652	0	0
chr1	0	73463997	0	1
chr1	1	220796686	0	0
chr1	0	109221861	1	0
chr1	1	25243590	0	0
chr1	0	140911705	0	0
chr1	1	20214877	0	0
chr1	1	245570306	1	0
chr1	0	91874258	0	1
chr1	1	155215184	0	0
chr1	1	26442610	0	0
chr1	0	128162371	0	0
chr1	1	109612066	0	0
chr1	0	228624803	1	0
chr1	0	170579396	0	0
chr1	0	5235089	0	0
chr1	0	165464247	1	0
chr1	0	19294449	0	0
chr1	1	1312114	0	0
chr1	1	159549102	0	0
chr1	0	127799831	0	0
chr1	1	150968149	0	0
chr1	0	206833447	0	0
chr1	1	119004219	0	0
chr1	1	151170961	0	0
chr1	1	92687078	0	0
chr1	1	74537816	0	1
chr1	0	27157104	0	0
chr1	1	154562290	0	1
chr1	0	225805196	0	0
chr1	1	68973094	0	0
chr1	0	3518526	0	0
chr1	1	201580168	0	0
chr1	0	247992642	1	0
chr1	1	154422736	0	0
chr1	0	65029650	0	0
chr1	1	203797203	1	1
chr1	0	190324037	0	0
chr1	0	170382961	1	1
chr1	0	44700403	0	1
chr1	0	19705413	0	0
chr1	0	57513888	0	0
chr1	0	18949786	0	1
chr1	1	85267258	0	0
chr1	1	197845555	0	1
chr1	0	116313303	0	0
chr1	1	184037985	0	0
chr1	0	229762749	0	0
chr1	0	155170141	0	0
chr1	1	115975698	0	0
chr1	0	13233712	0	0
chr1	0	30440704	0	0
chr1	0	239989241	0	0
chr1	0	195368598	0	0
chr1	0	72511158	1	0
chr1	1	49124175	1	0
chr1	1	177920345	0	1
chr1	1	97850337	0	0
chr1	1	213764039	0	0
chr1	0	216851317	0	1
chr1	1	119007857	0	1
chr1	1	154877295	0	0
chr1	1	119244919	0	1
chr1	0	116189996	0	0
chr1	1	203178482	0	0
chr1	1	151748794	0	0
chr1	1	247400588	0	0
chr1	1	170865289	1	0
chr1	0	136053942	0	1
chr1	1	219680400	1	0
chr1	0	236836945	0	0
chr1	1	11802157	0	0
chr1	1	173262759	0	1
chr1	0	184897748	0	0
chr1	1	61421219	0	0
chr1	1	196699231	0	1
chr1	1	162535706	1	0
chr1	0	36478391	0	0
chr1	0	62478485	1	0
chr1	1	52864786	0	1
chr1	0	41136892	0	0
chr1	0	57722577	0	1
chr1	0	30309792	0	0
chr1	1	40785289	1	0
chr1	0	160815722	0	0
chr1	0	235200993	0	0
chr1	0	43907381	0	0
chr1	0	156428188	0	0
chr1	1	22188539	1	0
chr1	0	144674541	1	0
chr1	0	194764805	0	0
chr1	0	167685969	0	1
chr1	1	158617176	0	0
chr1	0	4322277	0	1
chr1	1	173377204	0	0
chr1	0	10513638	0	0
chr1	0	64634685	1	0
chr1	0	119859392	0	0
chr1	1	72371807	0	0
chr1	1	238269705	0	0
chr1	0	134980326	0	0
chr1	1	164805294	0	0
chr1	1	52660483	0	1
chr1	0	63509360	0	0
chr1	1	112271056	0	0
chr1	1	74537816	0	0
chr1	0	198877516	0	0
chr1	0	84054982	0	0
chr1	0	139417251	1	0
chr1	1	150986360	0	0
chr1	1	45512131	0	0
chr1	0	2426108	0	0
chr1	1	159205564	0	0
chr1	0	78068834	0	0
chr1	0	9727163	0	0
chr1	0	59700124	0	0
chr1	1	152313385	0	1
chr1	1	85329136	0	0
chr1	0	187195606	0	0
chr1	0	34434037	0	1
chr1	1	6656231	0	0
chr1	0	151335889	0	0
chr1	1	219440433	0	1
chr1	1	113761186	0	0
chr1	0	209950930	0	0
chr1	1	6202171	0	0
chr1	1	221183885	0	1
chr1	0	78776708	0	0
chr1	1	66518889	0	0
chr1	1	208584241	0	1
chr1	0	71954132	0	0
chr1	0	138788015	0	0
chr1	1	207825438	0	0
chr1	0	73303024	0	0
chr1	0	126273752	0	0
chr1	0	32223346	1	0
chr1	0	20172449	0	0
chr1	0	237785879	0	0
chr1	1	11802721	0	0
chr1	0	158523528	0	0
chr1	0	135204881	1	0
chr1	1	199043349	1	0
chr1	1	83789052	0	0
chr1	0	50453270	0	0
chr1	0	94624863	0	0
chr1	1	196898103	1	0
chr1	0	189213968	0	0
chr1	0	58004528	0	0
chr1	1	118910606	0	0
chr1	1	150194509	0	0
chr1	1	196706731	0	1
chr1	0	218117332	0	1
chr1	0	111005385	0	1
chr1	0	215131518	0	1
chr1	1	219616827	0	0
chr1	1	207837896	0	0
chr1	1	56500678	1	0
chr1	0	43176990	0	1
chr1	0	163477876	0	0
chr1	1	78212446	0	0
chr1	0	65297551	0	1
chr1	1	230171803	0	0
chr1	1	109275908	0	1
chr1	1	187714825	0	0
chr1	0	91235147	0	1
chr1	0	89760159	0	0
chr1	0	93639042	0	0
chr1	1	207788387	0	1
chr1	1	161924490	0	0
chr1	1	26819340	0	0
chr1	0	84129869	0	0
chr1	1	62491359	0	0
chr1	1	64763616	0	0
chr1	0	36374166	0	0
chr1	0	128208953	0	0
chr1	1	83784252	1	0
chr1	0	180946526	0	1
chr1	0	8638513	0	0
chr1	0	221271802	0	0
chr1	0	244771483	0	0
chr1	1	246902131	0	0
chr1	0	65115854	0	0
chr1	1	85431887	0	0
chr1	0	41235356	0	0
chr1	1	6219310	0	0
chr1	0	202686519	1	0
chr1	1	59655756	0	0
chr1	0	179877520	0	0
chr1	0	189512319	0	1
chr1	0	53719233	0	0
chr1	1	184051811	0	0
chr1	0	50455637	1	0
chr1	0	20281656	0	0
chr1	0	175551452	1	0
chr1	0	199717408	1	0
chr1	1	54686550	0	0
chr1	0	69199356	1	1
chr1	0	159846423	0	0
chr1	1	111615882	1	0
chr1	0	17294367	0	0
chr1	0	51464186	0	0
chr1	1	3774964	0	1
chr1	1	31824477	0	0
chr1	1	48183818	0	0
chr1	0	213428	0	0
chr1	1	23522553	0	0
chr1	1	154254543	1	0
chr1	1	71649104	1	0
chr1	1	227739541	0	0
chr1	0	12587728	0	0
chr1	1	55039774	0	0
chr1	0	107066359	0	0
chr1	1	219467338	0	0
chr1	1	103163892	0	0
chr1	1	111920328	0	0
chr1	0	124458403	0	1
chr1	1	219479950	0	0
chr1	0	34755752	0	0
chr1	1	32093021	1	0
chr1	1	159195546	0	0
chr1	0	77857274	0	1
chr1	1	19423056	0	0
chr1	0	208343723	0	0
chr1	1	101155890	0	0
chr1	0	28774736	0	1
chr1	0	144029829	1	0
chr1	1	214663993	0	1
chr1	0	166317635	1	0
chr1	1	238912414	0	0
chr1	0	138793172	1	0
chr1	1	211376090	0	0
chr1	0	148251242	1	0
chr1	1	159756333	0	0
chr1	1	230159560	0	0
chr1	0	161122374	0	1
chr1	0	91254408	0	0
chr1	1	115305767	0	0
chr1	0	161805772	0	1
chr1	1	12039288	0	0
chr1	0	218176835	0	0
chr1	0	43218198	1	0
chr1	1	89600856	0	0
chr1	0	29001563	0	0
chr1	0	98371503	1	0
chr1	1	169133102	1	0
chr1	1	11152401	0	0
chr1	0	243118155	0	0
chr1	1	219625903	0	0
chr1	1	203996272	0	0
chr1	0	174400913	0	0
chr1	0	38945743	0	0
chr1	0	84973085	0	1
chr1	0	77358225	0	0
chr1	1	119004219	1	0
chr1	1	6307159	1	1
chr1	1	230710048	0	0
chr1	1	61421219	0	0
chr1	0	10875817	0	0
chr1	0	121035386	1	0
chr1	0	230913542	0	0
chr1	0	103860288	0	0
chr1	1	90746659	0	0
chr1	1	155166366	0	1
chr1	1	152337610	0	0
chr1	0	122034734	0	0
chr1	1	72371807	0	0
chr1	0	156638828	0	0
chr1	0	228527007	0	0
chr1	0	52522021	0	0
chr1	0	57791539	0	1
chr1	1	26846958	0	0
chr1	1	47219005	1	1
chr1	0	15594758	0	1
chr1	1	64963636	0	0
chr1	0	36791811	1	1
chr1	1	176653062	0	1
chr1	0	202532629	0	0
chr1	0	121873171	0	0
chr1	1	187995881	0	0
chr1	0	12737312	0	0
chr1	0	180756880	0	0
chr1	0	18714429	0	0
chr1	0	31143821	0	0
chr1	0	89140367	1	0
chr1	1	75344285	0	0
chr1	1	80330964	0	0
chr1	0	2903845	1	0
chr1	0	205510255	0	0
chr1	1	87147675	0	0
chr1	0	205658142	1	1
chr1	0	56404200	0	0
chr1	0	246223311	0	0
chr1	0	166075403	0	0
chr1	0	115597885	0	0
chr1	0	151735063	0	1
chr1	0	215450860	1	0
chr1	0	188206797	0	0
chr1	1	73220311	0	0
chr1	0	96187321	0	0
chr1	1	203312047	1	0
chr1	1	214858271	0	1
chr1	0	108902315	0	1
chr1	1	11797469	1	0
chr1	0	208914637	0	0
chr1	0	16122781	0	0
chr1	0	184676256	0	0
chr1	0	238111237	0	0
chr1	1	204557932	0	1
chr1	0	20419809	1	0
chr1	1	162064100	0	0
chr1	0	82685761	0	0
chr1	0	138943925	0	0
chr1	1	37990219	0	0
chr1	0	97272541	0	0
chr1	0	137501920	1	1
chr1	0	10852801	1	0
chr1	1	115181745	0	0
chr1	0	123053427	0	0
chr1	1	17072354	0	0
chr1	0	57042989	0	0
chr1	1	50717585	0	0
chr1	0	64721086	0	0
chr1	0	60958954	0	0
chr1	0	131490520	1	0
chr1	0	49895203	0	0
chr1	0	24682120	0	0
chr1	0	27838798	1	0
chr1	1	39607807	0	0
chr1	1	214398184	0	0
chr1	0	46404951	0	0
chr1	0	193011079	0	0
chr1	0	105965463	0	0
chr1	1	93660054	0	0
chr1	1	21617011	0	0
chr1	1	92590384	0	0
chr1	0	125784079	0	1
chr1	0	131169773	1	0
chr1	1	210880719	0	0
chr1	0	175344655	0	0
chr1	1	229623701	0	0
chr1	1	99058491	1	0
chr1	0	38938094	0	1
chr1	0	174932827	0	0
chr1	0	203395924	0	0
chr1	0	49943168	0	0
chr1	1	109274570	0	0
chr1	0	15409671	0	1
chr1	1	196682995	0	1
chr1	0	196400172	0	0
chr1	1	79001207	0	0
chr1	1	23468679	0	0
chr1	1	60593587	0	0
chr1	0	235425079	1	0
chr1	0	212709365	1	0
chr1	0	189725865	0	0
chr1	0	186555141	0	0
chr1	1	118955817	0	0
chr1	0	22043463	0	0
chr1	0	61426021	0	0
chr1	1	47499458	0	0
chr1	1	73249031	1	1
chr1	0	21758459	0	0
chr1	1	159320871	0	1
chr1	0	77957023	0	0
chr1	1	162183762	0	1
chr1	0	227277987	0	0
chr1	1	200936379	0	0
chr1	0	20097779	0	0
chr1	0	202020765	1	1
chr1	0	188165196	1	0
chr1	0	183882636	0	0
chr1	1	72722153	0	1
chr1	0	66658084	0	1
chr1	0	185202185	0	0
chr1	1	219470307	0	1
chr1	0	77334487	1	0
chr1	1	72284165	0	0
chr1	0	19828485	0	0
chr1	1	57393849	0	1
chr1	1	120109572	0	0
chr1	1	169109334	0	0
chr1	0	194882672	0	0
chr1	0	156366091	1	1
chr1	1	154696591	0	1
chr1	0	125180539	0	0
chr1	0	13980723	1	0
chr1	1	45975978	0	1
chr1	0	197308437	0	0
chr1	1	205594034	0	0
chr1	1	220882121	0	1
chr1	1	6544561	0	1
chr1	0	111971009	1	0
chr1	1	162064100	0	0
chr1	0	107066907	1	0
chr1	1	151777957	0	0
chr1	1	179307608	1	0
chr1	0	248165505	0	0
chr1	0	40194496	0	0
chr1	0	89549876	0	0
chr1	0	749065	0	0
chr1	1	112688136	0	1
chr1	0	154609520	0	0
chr1	0	146334082	0	1
chr1	0	3785108	1	0
chr1	1	65790556	0	0
chr1	1	11257875	0	1
chr1	0	64217725	0	0
chr1	1	155162859	0	0
chr1	1	26813569	0	0
chr1	0	247378291	1	0
chr1	1	47405901	0	1
chr1	0	45129127	0	1
chr1	1	163325888	0	0
chr1	0	31583979	0	0
chr1	1	109276674	0	0
chr1	0	3740162	0	0
chr1	1	232024312	0	0
chr1	1	226871905	1	0
chr1	1	8858254	0	1
chr1	0	156768715	0	0
chr1	1	56250181	1	0
chr1	0	211746494	0	0
chr1	0	78939321	1	0
chr1	0	120749824	0	0
chr1	0	211830804	0	1
chr1	1	172392376	0	0
chr1	0	76231092	0	0
chr1	0	42046925	1	0
chr1	0	187744271	0	0
chr1	1	21664742	0	0
chr1	0	83917585	0	0
chr1	0	226626965	0	1
chr1	0	107200352	0	0
chr1	0	202619134	0	0
chr1	1	155780079	0	0
chr1	1	205572387	0	1
chr1	0	227618565	0	0
chr1	1	150979001	0	0
chr1	0	96067024	0	0
chr1	1	53978192	1	1
chr1	1	74710202	0	0
chr1	0	161815864	0	0
chr1	1	235883078	0	0
chr1	1	109274968	1	0
chr1	0	128469909	1	0
chr1	0	206664298	0	1
chr1	1	166066619	0	0
chr1	0	26417231	0	0
chr1	0	37055882	0	0
chr1	1	90631242	1	0
chr1	1	145898360	0	0
chr1	1	150222099	0	1
chr1	1	176695304	1	0
chr1	0	196383493	0	0
chr1	1	49592644	1	0
chr1	1	21250666	1	1
chr1	0	210764980	0	0
chr1	1	167457187	0	0
chr1	1	193928755	0	1
chr1	1	77979081	0	0
chr1	0	61857086	0	0
chr1	0	158463127	0	0
chr1	0	173319268	0	0
chr1	0	218286352	0	0
chr1	0	109197474	0	0
chr1	1	19355935	1	1
chr1	1	74536509	0	1
chr1	1	170224684	0	0
chr1	1	11835618	0	1
chr1	1	48651222	0	0
chr1	0	57494743	0	0
chr1	0	165003927	1	0
chr1	1	191970658	0	0
chr1	0	39412171	0	0
chr1	1	91037003	1	0
chr1	1	31631487	0	1
chr1	0	52873839	1	0
chr1	1	62658794	0	0
chr1	1	26695422	0	1
chr1	1	78241809	1	1
chr1	0	67201263	1	0
chr1	0	16962500	0	1
chr1	0	121754558	0	0
chr1	0	241990981	1	0
chr1	1	23383982	0	0
chr1	0	62155473	0	0
chr1	0	136462658	0	0
chr1	0	42982987	0	0
chr1	1	15948274	1	1
chr1	0	192940072	0	0
chr1	0	243912835	0	0
chr1	0	198124652	1	0
chr1	0	78805786	1	0
chr1	1	219405538	0	0
chr1	0	71618426	0	0
chr1	0	15438859	0	0
chr1	0	8035686	0	0
chr1	0	150086972	0	0
chr1	1	23522544	0	0
chr1	0	162981493	0	0
chr1	0	45811331	0	0
chr1	1	8314193	0	0
chr1	1	210931511	1	0
chr1	1	172706385	0	0
chr1	1	26695422	0	0
chr1	0	96511857	0	0
chr1	0	187379981	0	0
chr1	1	230713736	1	0
chr1	1	41771622	0	0
chr1	1	72440198	1	0
chr1	1	2212668	0	0
chr1	0	179788843	0	0
chr1	1	208545327	0	0
chr1	0	58504229	0	0
chr1	0	124494103	0	0
chr1	0	39463312	0	0
chr1	1	219499034	0	0
chr1	0	230816316	1	1
chr1	1	25349039	1	0
chr1	1	26661155	0	0
chr1	1	217272306	0	0
chr1	0	195851507	0	1
chr1	1	118390591	0	0
chr1	1	16980453	0	0
chr1	1	85673646	0	0
chr1	1	109928142	0	0
chr1	1	159706221	0	0
chr1	1	210178213	0	0
chr1	0	113389993	0	0
chr1	1	116868761	0	0
chr1	0	233857399	0	0
chr1	0	88703571	0	0
chr1	0	89634549	0	0
chr1	1	209657002	0	0
chr1	1	219488693	0	0
chr1	1	23523531	0	0
chr1	1	183313440	0	0
chr1	0	105375612	0	0
chr1	0	112995846	1	0
chr1	1	118125195	0	0
chr1	1	39622371	0	0
chr1	0	180365273	0	0
chr1	0	161258473	0	1
chr1	0	71162562	0	0
chr1	0	9540915	0	0
chr1	1	86225602	0	1
chr1	0	124996422	1	0
chr1	0	156470947	0	0
chr1	0	19730	0	0
chr1	1	169954535	0	0
chr1	0	110353475	0	0
chr1	1	165139894	0	0
chr1	1	109274968	0	1
chr1	0	106332436	0	0
chr1	0	188309802	1	1
chr1	0	242639809	0	0
chr1	1	65835439	0	1
chr1	1	32768527	0	0
chr1	1	205281347	1	1
chr1	1	201831383	0	0
chr1	1	167457187	0	0
chr1	1	47227548	0	0
chr1	1	224469390	0	0
chr1	1	87676886	0	0
chr1	0	180195448	1	0
chr1	1	183028152	0	0
chr1	1	16408132	0	0
chr1	1	109499457	1	0
chr1	1	178943270	0	1
chr1	0	150839439	1	0
chr1	0	181886274	0	0
chr1	0	78679570	0	1
chr1	0	212560800	0	0
chr1	0	123045407	0	0
chr1	1	41987646	0	0
chr1	0	116888950	0	0
chr1	1	2212668	0	0
chr1	0	159451291	0	1
chr1	0	93890873	0	0
chr1	1	204607855	0	1
chr1	0	110282206	0	0
chr1	1	88733302	0	1
chr1	1	111838484	0	0
chr1	0	92385347	0	0
chr1	0	119230849	0	0
chr1	0	183593198	1	0
chr1	0	225848342	0	0
chr1	0	202590785	1	0
chr1	1	10765520	1	1
chr1	0	35472767	0	0
chr1	1	200297550	0	0
chr1	0	6817564	0	0
chr1	1	19366634	0	1
chr1	1	112614239	0	0
chr1	0	99207714	0	0
chr1	1	162183762	0	1
chr1	1	53540370	1	1
chr1	1	219533732	0	0
chr1	0	124955371	0	0
chr1	1	89871466	0	0
chr1	0	7081340	1	0
chr1	1	58328345	1	1
chr1	1	232479041	0	0
chr1	1	88657760	0	0
chr1	1	220800221	0	0
chr1	0	68361018	0	0
chr1	0	50278818	0	0
chr1	0	10983563	1	0
chr1	0	38233713	0	0
chr1	0	173203633	0	0
chr1	1	41284976	0	0
chr1	1	67819362	0	0
chr1	0	24740394	0	0
chr1	0	182983014	0	0
chr1	0	59796452	0	0
chr1	0	207735426	0	0
chr1	1	197839648	0	0
chr1	1	21238138	1	1
chr1	1	3412820	0	0
chr1	0	205097403	0	1
chr1	0	201586331	0	0
chr1	1	101279090	0	0
chr1	0	132126702	0	1
chr1	0	26915265	0	0
chr1	1	5429807	1	0
chr1	0	17373313	0	0
chr1	0	37471522	0	0
chr1	1	228102142	0	0
chr1	1	164424811	1	0
chr1	1	205675720	0	1
chr1	1	173477795	0	0
chr1	0	19652294	0	0
chr1	0	16231218	0	0
chr1	0	35073121	0	0
chr1	0	105617957	0	0
chr1	1	155507779	0	1
chr1	1	210158240	0	0
chr1	1	230164203	1	1
chr1	1	113761186	0	0
chr1	1	187300345	0	0
chr1	1	99584092	0	0
chr1	0	83952445	0	0
chr1	1	50726263	0	0
chr1	1	55039974	0	0
chr1	1	65509450	0	0
chr1	1	72263459	0	0
chr1	0	226718632	0	0
chr1	1	111920328	0	0
chr1	1	247876149	0	0
chr1	1	152176782	0	1
chr1	0	8120526	0	0
chr1	1	41027439	0	0
chr1	1	61421219	1	0
chr1	0	129965760	0	0
chr1	0	145363293	1	0
chr1	1	15862186	0	0
chr1	1	1243545	0	0
chr1	0	157764848	0	0
chr1	1	160824707	0	0
chr1	1	51106793	0	0
chr1	0	222707447	1	0
chr1	1	88175380	0	0
chr1	0	178512269	0	0
chr1	0	61427109	0	0
chr1	1	247876149	0	0
chr1	0	244224622	0	0
chr1	0	152562196	0	0
chr1	1	119066292	1	0
chr1	0	45312892	0	0
chr1	0	174377645	0	0
chr1	0	246533658	0	0
chr1	1	182660465	1	1
chr1	1	204627326	0	0
chr1	0	3458625	0	1
chr1	0	112372367	0	0
chr1	1	6089062	1	0
chr1	0	97481606	0	0
chr1	1	162212887	0	0
chr1	0	197194095	1	0
chr1	1	170831677	0	0
